source_id,source_name,target_id,target_name,relationship,best_confidence,method_count,avg_score
naics:23811,Poured Concrete Foundation and Structure Contractors,uc:Ss_30_10_30_60,Precast concrete roof structure systems,semantically_similar,B,2,0.418
naics:238110,Poured Concrete Foundation and Structure Contractors,uc:Ss_30_10_30_60,Precast concrete roof structure systems,semantically_similar,B,2,0.418
naics:23822,"Plumbing, Heating, and Air-Conditioning Contractors",uc:Ss_65_80_45_72,Room air conditioning systems,semantically_similar,A,2,0.416
naics:238220,"Plumbing, Heating, and Air-Conditioning Contractors",uc:Ss_65_80_45_72,Room air conditioning systems,semantically_similar,A,2,0.416
naics:23621,Industrial Building Construction,uc:Ss_40_30_42,Industrial FF&E systems,semantically_similar,B,2,0.415
naics:236210,Industrial Building Construction,uc:Ss_40_30_42,Industrial FF&E systems,semantically_similar,B,2,0.415
naics:23815,Glass and Glazing Contractors,uc:Ac_15_50_25,"Doors, windows and glazing surveying",semantically_similar,A,2,0.414
naics:238150,Glass and Glazing Contractors,uc:Ac_15_50_25,"Doors, windows and glazing surveying",semantically_similar,A,2,0.414
naics:23821,Electrical Contractors and Other Wiring Installation Contractors,uc:Ac_70_60,Electrical installations testing,semantically_similar,B,2,0.412
naics:238210,Electrical Contractors and Other Wiring Installation Contractors,uc:Ac_70_60,Electrical installations testing,semantically_similar,B,2,0.412
